epoch,D,G,ZD,GE,E
0,5.233642578125,11.470501899719238,1.3910099267959595,0.8092607259750366,1.017027497291565
1,2.481902599334717,2.8610291481018066,1.2007893323898315,0.6100102066993713,1.9402611255645752
2,1.9763249158859253,2.4421374797821045,1.115668773651123,0.5494546890258789,2.557596445083618
3,1.7130118608474731,2.1047024726867676,1.1810165643692017,0.5923925638198853,2.1270058155059814
4,1.8130733966827393,2.237576961517334,1.279601812362671,0.569319486618042,1.4807475805282593
5,1.7773455381393433,1.8050899505615234,1.400244116783142,0.4806889295578003,0.7514459490776062
6,1.7867540121078491,1.7580666542053223,1.4173204898834229,0.4223754405975342,0.6364152431488037
7,1.7043174505233765,1.3255919218063354,1.4173582792282104,0.3628440201282501,0.6131528615951538
8,1.7162928581237793,1.2682493925094604,1.4051438570022583,0.3284395933151245,0.6407225131988525
9,1.6285858154296875,1.0110305547714233,1.3880891799926758,0.30394667387008667,0.6820555925369263
10,1.637798547744751,1.0654523372650146,1.3799610137939453,0.28848138451576233,0.7122048139572144
11,1.5833793878555298,1.010149359703064,1.3699356317520142,0.32592636346817017,0.7415051460266113
12,1.6492657661437988,1.1782146692276,1.3795911073684692,0.31028544902801514,0.7197595834732056
13,1.6687989234924316,1.0424665212631226,1.3974565267562866,0.28938978910446167,0.6810618042945862
14,1.586273431777954,1.2217925786972046,1.330744743347168,0.3724066913127899,0.8738084435462952
15,1.600921392440796,1.2184948921203613,1.399611473083496,0.2960541844367981,0.6836031675338745
16,1.6141419410705566,1.073188304901123,1.388636589050293,0.28641536831855774,0.6953872442245483
17,1.6005758047103882,0.9811000823974609,1.3958020210266113,0.27451521158218384,0.6820568442344666
18,1.5258513689041138,1.0106405019760132,1.3965429067611694,0.2594427466392517,0.6787368059158325
19,1.6443452835083008,0.946267306804657,1.3917770385742188,0.2564637362957001,0.6904788017272949
20,1.5404671430587769,1.0244464874267578,1.3655357360839844,0.2929995059967041,0.7396213412284851
21,1.593321681022644,0.954034149646759,1.396501898765564,0.25163623690605164,0.6846351623535156
22,1.5638781785964966,0.9769766330718994,1.3957408666610718,0.24307924509048462,0.6865043640136719
23,1.5903509855270386,0.9531139135360718,1.3960615396499634,0.24274447560310364,0.675839900970459
24,1.5198907852172852,0.9504067897796631,1.3851317167282104,0.2394905686378479,0.698235273361206
25,1.5399621725082397,0.8736376166343689,1.397813320159912,0.23303379118442535,0.6839441061019897
26,1.530397891998291,0.9241803288459778,1.3870251178741455,0.22935360670089722,0.7014896273612976
27,1.5341434478759766,0.8918052315711975,1.3957288265228271,0.23338273167610168,0.6812328100204468
28,1.5208511352539062,0.9264364242553711,1.3848119974136353,0.2339087724685669,0.6911537647247314
29,1.3239717483520508,0.7742573022842407,1.3894060850143433,0.220108300447464,0.6943100094795227
30,1.2939207553863525,0.7653170228004456,1.3901827335357666,0.21333812177181244,0.6931554675102234
31,1.2800894975662231,0.7648841738700867,1.3867061138153076,0.21095477044582367,0.6978363394737244
32,1.2712395191192627,0.7687717080116272,1.3825539350509644,0.2122967690229416,0.7022498250007629
33,1.258231282234192,0.7818652391433716,1.3888236284255981,0.21359778940677643,0.6924996972084045
34,1.2670199871063232,0.7919391989707947,1.3910586833953857,0.21218155324459076,0.6832932829856873
35,1.2467702627182007,0.7997882962226868,1.3859156370162964,0.21295656263828278,0.6859303712844849
36,1.2344434261322021,0.8040490746498108,1.388277530670166,0.21201789379119873,0.6861394047737122
37,1.2455536127090454,0.8449769020080566,1.3858517408370972,0.21396693587303162,0.6933607459068298
38,1.235921025276184,0.8362605571746826,1.3846969604492188,0.21338114142417908,0.7008588910102844
39,1.266477346420288,0.8878034353256226,1.3847362995147705,0.21261057257652283,0.7026966214179993
40,1.251674771308899,0.8710196018218994,1.3880622386932373,0.21430917084217072,0.6961510181427002
41,1.2571606636047363,0.843770444393158,1.3833014965057373,0.21475568413734436,0.6959288120269775
42,1.2856131792068481,0.8671267032623291,1.389733076095581,0.21493536233901978,0.6872695088386536
43,1.320610761642456,0.8873980641365051,1.3871690034866333,0.21369095146656036,0.6887155175209045
44,1.3334935903549194,0.9286238551139832,1.3859162330627441,0.2128721922636032,0.6924214363098145
45,1.245956301689148,0.8501656651496887,1.3872359991073608,0.20991165935993195,0.6937011480331421
46,1.2444583177566528,0.9273321628570557,1.3843426704406738,0.21205811202526093,0.6969676613807678
47,1.2699427604675293,0.9797086119651794,1.3825584650039673,0.21365003287792206,0.6979061365127563
48,1.310028076171875,0.849234402179718,1.3829728364944458,0.21156394481658936,0.6978040337562561
49,1.3110603094100952,0.9329272508621216,1.383192777633667,0.21317078173160553,0.700645923614502
