epoch,D,G,ZD,GE,E
0,5.246494770050049,11.712021827697754,1.3562414646148682,0.8121891021728516,1.126063585281372
1,2.519580602645874,3.329123020172119,1.2068469524383545,0.6500951051712036,1.74170982837677
2,2.057015895843506,2.2873048782348633,1.0296170711517334,0.6128661632537842,3.4099619388580322
3,1.8387025594711304,2.117568254470825,0.973625659942627,0.595492959022522,3.716871738433838
4,1.722381591796875,1.7845087051391602,1.024253487586975,0.595212459564209,3.656522035598755
5,1.8065571784973145,1.8682372570037842,1.2527927160263062,0.5891724228858948,2.5622427463531494
6,1.89626944065094,1.5909637212753296,1.512604832649231,0.45084917545318604,0.5798810720443726
7,1.8200392723083496,1.4436862468719482,1.4157764911651611,0.4238329827785492,0.6439008116722107
8,1.728703498840332,1.1171709299087524,1.3492136001586914,0.3784460127353668,0.7579014301300049
9,1.6749500036239624,1.1854645013809204,1.394718050956726,0.3692716956138611,0.7110665440559387
10,1.8470399379730225,1.1477652788162231,1.3859717845916748,0.3559790551662445,0.7088543772697449
11,1.6999760866165161,1.2018789052963257,1.3871071338653564,0.3584126830101013,0.7039263248443604
12,1.660290241241455,1.097643256187439,1.3829903602600098,0.3686244785785675,0.7075077891349792
13,1.7177432775497437,1.121056318283081,1.3888671398162842,0.3516233265399933,0.6976779103279114
14,1.7058297395706177,1.0421125888824463,1.382423758506775,0.3460644781589508,0.7059311866760254
15,1.6220924854278564,1.034906268119812,1.3851046562194824,0.33584463596343994,0.7081758975982666
16,1.5814025402069092,0.9823018312454224,1.3722870349884033,0.33129000663757324,0.7292520403862
17,1.5747649669647217,1.0305708646774292,1.394180178642273,0.32280242443084717,0.6960607171058655
18,1.5850439071655273,0.9266676306724548,1.3864328861236572,0.32679203152656555,0.7056240439414978
19,1.6126651763916016,1.0036534070968628,1.3793916702270508,0.31625601649284363,0.7224695682525635
20,1.5602836608886719,0.9077427983283997,1.3840150833129883,0.3138282299041748,0.7083584070205688
21,1.5541009902954102,0.9614176750183105,1.37838876247406,0.3000669479370117,0.709301769733429
22,1.6178712844848633,0.9656983613967896,1.3878586292266846,0.3079593777656555,0.6960737705230713
23,1.4900810718536377,0.9078699946403503,1.3871654272079468,0.30844002962112427,0.7022988796234131
24,1.648930549621582,1.0628446340560913,1.3804832696914673,0.30982500314712524,0.7123210430145264
25,1.5763731002807617,0.9620674252510071,1.387069821357727,0.30557337403297424,0.7041994333267212
26,1.6071032285690308,1.057908058166504,1.3873356580734253,0.31060948967933655,0.7106566429138184
27,1.5561922788619995,0.9358146786689758,1.38192617893219,0.2959013879299164,0.7004339098930359
28,1.6153230667114258,1.0080043077468872,1.3722171783447266,0.32168665528297424,0.7436177730560303
29,1.353181004524231,0.782198429107666,1.3753546476364136,0.2737353444099426,0.707706093788147
30,1.339103102684021,0.7577478289604187,1.378123164176941,0.2636496424674988,0.7060181498527527
31,1.285688042640686,0.7825987339019775,1.4065004587173462,0.26099351048469543,0.671999990940094
32,1.2773799896240234,0.7830544114112854,1.4066154956817627,0.2573029100894928,0.6631370186805725
33,1.2709568738937378,0.7763423323631287,1.4033238887786865,0.25708842277526855,0.6634173393249512
34,1.2736798524856567,0.7818603515625,1.3887159824371338,0.25649672746658325,0.6805447340011597
35,1.2662180662155151,0.7836535573005676,1.3721661567687988,0.25625091791152954,0.7060641646385193
36,1.2488943338394165,0.8006112575531006,1.3950257301330566,0.26008763909339905,0.6864441633224487
37,1.2473301887512207,0.8054561018943787,1.4017746448516846,0.2596464157104492,0.6727021336555481
38,1.2281522750854492,0.8147639632225037,1.3979393243789673,0.2605459690093994,0.6702008247375488
39,1.2154337167739868,0.8411555290222168,1.3903334140777588,0.25701096653938293,0.6804642677307129
40,1.2452523708343506,0.8885660767555237,1.3817062377929688,0.2572389841079712,0.694973349571228
41,1.2700376510620117,0.9235144257545471,1.3876670598983765,0.2596910893917084,0.6929085850715637
42,1.2755755186080933,0.9312079548835754,1.3997526168823242,0.26428666710853577,0.6760685443878174
43,1.2896623611450195,0.9950627684593201,1.3843104839324951,0.2628285586833954,0.6878798007965088
44,1.253650188446045,0.8971017003059387,1.384218454360962,0.2577335238456726,0.6934630274772644
45,1.3409947156906128,0.972597599029541,1.3922877311706543,0.2670428454875946,0.6876026391983032
46,1.2800838947296143,0.8062199354171753,1.3888750076293945,0.25574275851249695,0.690248429775238
47,1.2470289468765259,0.9326304197311401,1.3788299560546875,0.25665542483329773,0.7010892033576965
48,1.319639801979065,0.9514198303222656,1.3834480047225952,0.25975140929222107,0.6959471106529236
49,1.320412039756775,1.0328272581100464,1.3894143104553223,0.2593550682067871,0.6880948543548584
50,1.2314223051071167,0.842363715171814,1.393781065940857,0.2571409046649933,0.6849706172943115
51,1.3137292861938477,0.985998272895813,1.3738946914672852,0.2558980882167816,0.7095885276794434
52,1.2456505298614502,1.02226722240448,1.3886066675186157,0.2599615156650543,0.695561408996582
53,1.3006221055984497,1.0467302799224854,1.3922433853149414,0.26272913813591003,0.6846035122871399
54,1.2317761182785034,1.045563817024231,1.379599928855896,0.2607435882091522,0.6938465237617493
55,1.2091765403747559,0.9546964168548584,1.384556531906128,0.2626124620437622,0.6962272524833679
56,1.2400891780853271,1.07711660861969,1.393014669418335,0.26164481043815613,0.6900176405906677
57,1.2485706806182861,1.0990689992904663,1.3882174491882324,0.26058271527290344,0.6902517080307007
58,1.3425198793411255,1.2509074211120605,1.3815107345581055,0.2632031738758087,0.6945967674255371
59,1.1730540990829468,0.8937007784843445,1.4008898735046387,0.2569117844104767,0.6737794280052185
60,1.0855258703231812,0.9362629652023315,1.3974465131759644,0.25306057929992676,0.6776885986328125
61,1.0143769979476929,0.9974126219749451,1.3920142650604248,0.2530483305454254,0.683045506477356
62,0.9276881814002991,1.1096787452697754,1.3870130777359009,0.25283083319664,0.6885595917701721
63,0.8934192061424255,1.1881945133209229,1.3848974704742432,0.2522795796394348,0.6912192702293396
64,0.9210810661315918,1.2402368783950806,1.384809970855713,0.25392183661460876,0.6916201114654541
