epoch,D,G,ZD,GE,E
0,7.629505634307861,12.105161666870117,1.3827296495437622,0.7143305540084839,0.9349364042282104
1,1.579347848892212,4.1411356925964355,1.1353894472122192,0.6212285757064819,2.2501778602600098
2,1.2841919660568237,3.862977981567383,0.9634906649589539,0.5917440056800842,4.175052642822266
3,1.6436693668365479,3.3620827198028564,0.9416298866271973,0.5926360487937927,4.985193252563477
4,1.8877421617507935,3.713345766067505,1.0430161952972412,0.5484527945518494,5.7635650634765625
5,1.3075299263000488,2.666236400604248,1.116222620010376,0.5205010771751404,2.578397750854492
6,2.0276522636413574,2.078707695007324,1.364412546157837,0.419312059879303,2.056429624557495
7,1.8611528873443604,1.8276910781860352,1.4679503440856934,0.3589233458042145,0.7199826240539551
8,1.7505981922149658,1.526143193244934,1.3912853002548218,0.32719340920448303,0.6788962483406067
9,1.6866685152053833,1.5975546836853027,1.3843516111373901,0.3276895582675934,0.7411143779754639
10,1.7140814065933228,1.3275175094604492,1.3942408561706543,0.29940780997276306,0.6813151836395264
11,1.64745032787323,1.35025155544281,1.4005229473114014,0.3035164773464203,0.6871165037155151
12,1.5664958953857422,1.1957226991653442,1.398291826248169,0.2985016405582428,0.682094156742096
13,1.6344749927520752,1.261897325515747,1.39443838596344,0.2770046889781952,0.6782642006874084
14,1.5863099098205566,1.065569281578064,1.4043200016021729,0.2825864851474762,0.6666301488876343
15,1.5698268413543701,1.0787034034729004,1.3953486680984497,0.27483412623405457,0.669836699962616
16,1.5514873266220093,1.0587698221206665,1.396757960319519,0.2730206549167633,0.6768488883972168
17,1.6074682474136353,1.1679606437683105,1.3891321420669556,0.2624724209308624,0.6853739023208618
18,1.514865756034851,1.0379308462142944,1.3965920209884644,0.2669157087802887,0.6838448643684387
19,1.5153837203979492,1.080000638961792,1.3866826295852661,0.2631562650203705,0.6979142427444458
20,1.6229132413864136,1.1879292726516724,1.395514965057373,0.26033270359039307,0.6802881360054016
21,1.521580696105957,1.0173031091690063,1.384939193725586,0.2590615749359131,0.7057346105575562
22,1.5871498584747314,1.1006168127059937,1.3969411849975586,0.2570686340332031,0.6798425316810608
23,1.5010448694229126,1.0237095355987549,1.3741850852966309,0.2692475914955139,0.7236890196800232
24,1.4645522832870483,1.010123372077942,1.3824552297592163,0.2738867998123169,0.7065110206604004
25,1.4420604705810547,1.0803929567337036,1.3817148208618164,0.26208463311195374,0.7187116146087646
26,1.48163640499115,1.0336148738861084,1.377152442932129,0.26763370633125305,0.7201321721076965
27,1.4808894395828247,1.2647191286087036,1.329798936843872,0.371692419052124,0.8559480309486389
28,1.3410056829452515,1.2620455026626587,1.1962523460388184,0.3580421209335327,1.4950535297393799
