epoch,D,G,ZD,GE,E
0,8.310080528259277,11.247831344604492,1.3627450466156006,0.7176946401596069,1.0065059661865234
1,2.041482925415039,3.571780204772949,1.1634807586669922,0.5446957349777222,2.1698474884033203
2,2.0303854942321777,2.871814250946045,1.112439751625061,0.5038487911224365,2.6294848918914795
3,1.6327078342437744,2.369309425354004,1.2208583354949951,0.5080358982086182,2.113135814666748
4,1.7908308506011963,2.188636064529419,1.4115673303604126,0.43411627411842346,0.8662974238395691
5,1.7736296653747559,1.9188646078109741,1.4217230081558228,0.3534441888332367,0.6116558313369751
6,1.7278910875320435,1.4726479053497314,1.4066882133483887,0.3066241443157196,0.6282806396484375
7,1.824464201927185,1.2921632528305054,1.38051176071167,0.3007131814956665,0.6961341500282288
8,1.6822644472122192,1.1498234272003174,1.3810362815856934,0.27380454540252686,0.7043496370315552
9,1.5301671028137207,1.4501605033874512,1.362597942352295,0.37199410796165466,0.7746515274047852
10,1.5874360799789429,1.263213872909546,1.362773060798645,0.30548223853111267,0.7566813230514526
11,1.4843295812606812,1.304800271987915,1.3433338403701782,0.34155532717704773,0.8468299508094788
12,1.6927435398101807,1.1927123069763184,1.407483696937561,0.2631526291370392,0.6695998907089233
13,1.5812653303146362,1.016176462173462,1.4046138525009155,0.23895730078220367,0.6544004082679749
14,1.5790202617645264,1.063201904296875,1.3943359851837158,0.23619379103183746,0.6688476204872131
15,1.5763005018234253,0.9827830195426941,1.3933053016662598,0.22841405868530273,0.6734998226165771
16,1.5469918251037598,1.005244493484497,1.3864539861679077,0.22532102465629578,0.6872249841690063
17,1.595956802368164,0.9917323589324951,1.391823410987854,0.21628059446811676,0.6838095188140869
18,1.5332870483398438,0.9641789197921753,1.3909214735031128,0.21659880876541138,0.6873264312744141
19,1.5655518770217896,0.978215217590332,1.3898520469665527,0.20792466402053833,0.6895354390144348
20,1.5442681312561035,0.9455096125602722,1.3923982381820679,0.20343250036239624,0.6852356195449829
21,1.545914888381958,0.9328032732009888,1.3868825435638428,0.21533901989459991,0.6957540512084961
22,1.5090045928955078,0.9070599675178528,1.389988660812378,0.20350192487239838,0.6905526518821716
23,1.5626461505889893,0.97050940990448,1.3872960805892944,0.21689307689666748,0.7013285160064697
24,1.536118745803833,0.9528335928916931,1.3887611627578735,0.2057487964630127,0.6913045644760132
25,1.5240036249160767,0.9531077146530151,1.3848201036453247,0.21673078835010529,0.7008281946182251
26,1.4837318658828735,0.9471825361251831,1.3872803449630737,0.2161971926689148,0.6982967853546143
27,1.5337179899215698,0.9322712421417236,1.3910242319107056,0.20066915452480316,0.6879507899284363
28,1.50155770778656,0.9297399520874023,1.388522744178772,0.19418911635875702,0.6948727965354919
29,1.348886251449585,0.78466796875,1.3938487768173218,0.1847018003463745,0.6849838495254517
30,1.2793595790863037,0.7822338938713074,1.3930562734603882,0.1794862151145935,0.6842958331108093
31,1.2663542032241821,0.7796814441680908,1.3910818099975586,0.17802058160305023,0.6886044144630432
32,1.2624484300613403,0.7757403254508972,1.3855798244476318,0.1788841038942337,0.6970336437225342
33,1.2626217603683472,0.7881142497062683,1.3835585117340088,0.17799387872219086,0.7014021277427673
34,1.2380967140197754,0.7946411967277527,1.3857526779174805,0.17815881967544556,0.6961401700973511
35,1.241093635559082,0.8083074688911438,1.3864802122116089,0.17697972059249878,0.6946924924850464
36,1.225098967552185,0.8251321315765381,1.3916996717453003,0.17834311723709106,0.6888291239738464
37,1.2284730672836304,0.8244116902351379,1.3922700881958008,0.17693346738815308,0.6884143352508545
38,1.2449588775634766,0.8366010189056396,1.3875681161880493,0.17906862497329712,0.6926039457321167
39,1.2376558780670166,0.8664915561676025,1.3826401233673096,0.17840148508548737,0.7015805244445801
40,1.2517387866973877,0.862695038318634,1.3902149200439453,0.1793738156557083,0.697058379650116
41,1.2522599697113037,0.884766697883606,1.386232852935791,0.17892132699489594,0.6982181072235107
42,1.2983167171478271,0.8376829028129578,1.3882689476013184,0.1783573031425476,0.6916425228118896
43,1.2529120445251465,0.8787908554077148,1.3854762315750122,0.17796675860881805,0.6916359066963196
44,1.2164751291275024,0.9139097929000854,1.3866496086120605,0.17658278346061707,0.6941726207733154
45,1.272316813468933,0.944182276725769,1.382980227470398,0.17927129566669464,0.7050341367721558
46,1.2925941944122314,0.7864329814910889,1.390013575553894,0.17715199291706085,0.6969962120056152
47,1.2471044063568115,0.8954323530197144,1.3861558437347412,0.1765608787536621,0.6895701885223389
48,1.232896327972412,0.9755908250808716,1.381308674812317,0.17826110124588013,0.6956173181533813
49,1.2477083206176758,0.8596622347831726,1.386370301246643,0.17903900146484375,0.6999242305755615
50,1.320672869682312,1.0948271751403809,1.3842381238937378,0.17900513112545013,0.7061779499053955
51,1.2566019296646118,0.9069197773933411,1.3881306648254395,0.17852896451950073,0.6905949711799622
52,1.2093958854675293,1.0067745447158813,1.3863801956176758,0.1796739101409912,0.6893657445907593
53,1.2470955848693848,1.102640986442566,1.3858710527420044,0.17839545011520386,0.6956773400306702
54,1.197985053062439,1.0912768840789795,1.3899494409561157,0.17814096808433533,0.692421555519104
55,1.1529415845870972,1.1744389533996582,1.384742021560669,0.1794281154870987,0.6953374147415161
56,1.2576727867126465,1.0730865001678467,1.3883827924728394,0.18063849210739136,0.6903879642486572
57,1.1348156929016113,1.1074601411819458,1.3873977661132812,0.1789245307445526,0.6933467388153076
58,1.1097157001495361,1.4526907205581665,1.3870772123336792,0.18079178035259247,0.6946965456008911
59,1.0076968669891357,1.108449101448059,1.3841840028762817,0.17553460597991943,0.6967098116874695
60,0.9109971523284912,1.1035317182540894,1.386145830154419,0.17406728863716125,0.6954748630523682
61,0.8706668615341187,1.18556547164917,1.3842204809188843,0.17756211757659912,0.696829617023468
62,0.8345876932144165,1.2598748207092285,1.3810889720916748,0.17392498254776,0.7000688910484314
63,0.8015773296356201,1.310356855392456,1.381057620048523,0.1748824268579483,0.7001557350158691
64,0.8404250741004944,1.3571128845214844,1.3854783773422241,0.17599141597747803,0.6959488987922668
65,0.7629608511924744,1.3657749891281128,1.3899914026260376,0.17368176579475403,0.6903692483901978
66,0.767202615737915,1.434067964553833,1.3906131982803345,0.17351704835891724,0.6883717775344849
67,0.7483428120613098,1.5680824518203735,1.3879140615463257,0.17420291900634766,0.6894848346710205
68,0.6989059448242188,1.47929847240448,1.3861918449401855,0.1733906865119934,0.6906731724739075
69,0.743065357208252,1.5606727600097656,1.3852653503417969,0.17298133671283722,0.6916825771331787
70,0.7283352613449097,1.608846664428711,1.3847460746765137,0.17360737919807434,0.6929678916931152
71,0.8078708648681641,1.4808238744735718,1.3846830129623413,0.1727977991104126,0.6943183541297913
72,0.6978752017021179,1.6175799369812012,1.3853483200073242,0.17211636900901794,0.6947434544563293
73,0.6657794117927551,1.6326866149902344,1.3857624530792236,0.17243656516075134,0.6954753994941711
74,0.6650471091270447,1.756874442100525,1.3859426975250244,0.1736384481191635,0.6967580318450928
75,0.6014388203620911,1.7170884609222412,1.3844424486160278,0.17319287359714508,0.6994417905807495
76,0.7212690711021423,1.6622873544692993,1.3817288875579834,0.17244526743888855,0.7025905251502991
77,0.638062596321106,1.7439640760421753,1.3836065530776978,0.1725717931985855,0.7006193995475769
78,0.6313227415084839,1.8164501190185547,1.386446475982666,0.17202994227409363,0.6956422924995422
79,0.5983626246452332,1.9436978101730347,1.387859582901001,0.17287474870681763,0.6914286017417908
